timestamp,machine_id,line_id,machine_state,units_produced,units_rejected,temperature_c,vibration_mm_s,power_kw,operator_shift
2026-03-17T14:06:00,M-01,A,RUN,8,0,61.7,0.96,17.8,B
2026-03-17T14:07:00,M-01,A,RUN,12,0,61.1,1.2,19.5,B
2026-03-17T14:08:00,M-01,A,RUN,6,0,62.6,0.87,19.7,B
2026-03-17T14:09:00,M-01,A,RUN,12,0,63.0,1.19,19.8,B
2026-03-17T14:10:00,M-01,A,RUN,15,0,63.6,0.74,21.6,B
2026-03-17T14:11:00,M-01,A,RUN,16,0,62.8,1.14,22.2,B
2026-03-17T14:12:00,M-01,A,RUN,14,1,64.5,0.96,21.0,B
2026-03-17T14:13:00,M-01,A,RUN,10,1,65.0,1.19,19.6,B
2026-03-17T14:14:00,M-01,A,RUN,11,0,64.2,1.21,19.3,B
2026-03-17T14:15:00,M-01,A,RUN,17,0,64.5,1.02,21.5,B
2026-03-17T14:16:00,M-01,A,RUN,14,1,64.6,0.95,20.6,B
2026-03-17T14:17:00,M-01,A,RUN,8,0,65.3,1.16,17.6,B
2026-03-17T14:18:00,M-01,A,RUN,13,0,65.2,1.04,20.1,B
2026-03-17T14:19:00,M-01,A,RUN,7,0,64.5,0.83,20.0,B
2026-03-17T14:20:00,M-01,A,RUN,14,0,64.0,0.97,21.4,B
2026-03-17T14:21:00,M-01,A,RUN,9,1,63.1,0.92,18.8,B
2026-03-17T14:22:00,M-01,A,RUN,20,1,63.2,1.12,22.3,B
2026-03-17T14:23:00,M-01,A,RUN,16,0,63.7,1.17,20.6,B
2026-03-17T14:24:00,M-01,A,RUN,15,0,63.9,1.2,22.5,B
2026-03-17T14:25:00,M-01,A,RUN,13,0,63.3,1.2,21.2,B
2026-03-17T14:26:00,M-01,A,RUN,15,0,63.5,0.91,19.7,B
2026-03-17T14:27:00,M-01,A,RUN,14,1,64.6,0.71,20.1,B
2026-03-17T14:28:00,M-01,A,RUN,12,0,63.0,1.05,20.4,B
2026-03-17T14:29:00,M-01,A,RUN,14,1,62.7,0.81,20.6,B
2026-03-17T14:30:00,M-01,A,RUN,13,0,63.1,1.05,20.2,B
2026-03-17T14:31:00,M-01,A,RUN,13,0,63.0,0.75,18.8,B
2026-03-17T14:32:00,M-01,A,RUN,12,0,63.2,0.69,19.8,B
2026-03-17T14:33:00,M-01,A,RUN,14,0,62.1,1.13,21.0,B
2026-03-17T14:34:00,M-01,A,RUN,9,0,62.8,0.89,18.3,B
2026-03-17T14:35:00,M-01,A,RUN,11,0,63.3,0.92,20.1,B
2026-03-17T14:36:00,M-01,A,RUN,17,0,63.3,1.27,22.2,B
2026-03-17T14:37:00,M-01,A,RUN,14,1,63.3,1.17,20.2,B
2026-03-17T14:38:00,M-01,A,RUN,12,0,64.0,1.22,20.9,B
2026-03-17T14:39:00,M-01,A,RUN,12,1,63.3,0.94,20.2,B
2026-03-17T14:40:00,M-01,A,RUN,14,0,62.9,0.8,19.5,B
2026-03-17T14:41:00,M-01,A,RUN,16,1,64.1,1.03,23.0,B
2026-03-17T14:42:00,M-01,A,RUN,15,0,63.9,0.9,22.3,B
2026-03-17T14:43:00,M-01,A,RUN,19,0,63.8,1.11,22.3,B
2026-03-17T14:44:00,M-01,A,RUN,9,0,63.7,1.32,19.3,B
2026-03-17T14:45:00,M-01,A,RUN,17,0,63.5,0.85,22.6,B
2026-03-17T14:46:00,M-01,A,RUN,5,0,63.2,0.87,20.0,B
2026-03-17T14:47:00,M-01,A,RUN,17,1,63.3,1.23,21.5,B
2026-03-17T14:48:00,M-01,A,RUN,13,0,62.6,1.17,18.7,B
2026-03-17T14:49:00,M-01,A,RUN,5,0,63.3,1.31,16.3,B
2026-03-17T14:50:00,M-01,A,RUN,13,0,63.0,0.94,20.2,B
2026-03-17T14:51:00,M-01,A,RUN,17,0,63.3,1.33,21.9,B
2026-03-17T14:52:00,M-01,A,RUN,6,0,,0.99,18.2,B
2026-03-17T14:53:00,M-01,A,RUN,7,0,61.7,1.23,17.7,B
2026-03-17T14:54:00,M-01,A,RUN,13,0,61.9,1.27,18.8,B
2026-03-17T14:55:00,M-01,A,RUN,11,0,62.0,1.06,19.4,B
2026-03-17T14:56:00,M-01,A,RUN,12,0,62.2,0.99,21.0,B
2026-03-17T14:57:00,M-01,A,RUN,8,0,62.4,1.15,19.0,B
2026-03-17T14:58:00,M-01,A,RUN,11,0,63.0,1.25,18.1,B
2026-03-17T14:59:00,M-01,A,RUN,15,1,63.0,1.09,20.8,B
2026-03-17T15:00:00,M-01,A,RUN,14,0,,0.82,19.6,B
2026-03-17T15:01:00,M-01,A,RUN,17,0,63.5,1.16,21.4,B
2026-03-17T15:02:00,M-01,A,RUN,11,1,63.1,1.1,20.9,B
2026-03-17T15:03:00,M-01,A,RUN,17,0,63.4,1.24,22.2,B
2026-03-17T15:04:00,M-01,A,RUN,12,0,63.9,1.35,18.0,B
2026-03-17T15:05:00,M-01,A,RUN,11,0,63.1,1.32,19.8,B
2026-03-17T15:06:00,M-01,A,RUN,7,0,63.8,1.03,19.1,B
2026-03-17T15:07:00,M-01,A,RUN,7,1,64.5,1.18,20.6,B
2026-03-17T15:08:00,M-01,A,RUN,16,1,63.2,1.1,20.8,B
2026-03-17T15:09:00,M-01,A,RUN,9,1,62.8,1.09,19.1,B
2026-03-17T15:10:00,M-01,A,RUN,13,0,62.5,1.2,19.5,B
2026-03-17T15:11:00,M-01,A,RUN,9,0,61.6,1.04,19.0,B
2026-03-17T15:12:00,M-01,A,RUN,11,0,61.9,1.31,20.1,B
2026-03-17T15:13:00,M-01,A,RUN,14,0,62.4,1.38,20.4,B
2026-03-17T15:14:00,M-01,A,RUN,16,0,61.0,1.22,20.9,B
2026-03-17T15:15:00,M-01,A,RUN,9,0,61.2,1.13,19.6,B
2026-03-17T15:16:00, M-01,A,RUN,10,0,60.6,1.18,19.7,B
2026-03-17T15:17:00,M-01,A,RUN,18,0,61.0,1.26,22.7,B
2026-03-17T15:18:00,M-01,A,RUN,14,0,61.5,1.27,20.5,B
2026-03-17T15:19:00,M-01,A,RUN,7,0,61.3,1.09,17.8,B
2026-03-17T15:20:00,M-01,A,RUN,13,1,61.8,1.18,21.7,B
2026-03-17T15:21:00,M-01,A,RUN,7,0,61.8,1.04,17.5,B
2026-03-17T15:22:00,M-01,A,RUN,14,1,61.9,1.38,20.3,B
2026-03-17T15:23:00,M-01,A,RUN,9,1,61.5,1.1,20.5,B
2026-03-17T15:24:00,M-01,A,RUN,19,0,61.4,1.06,23.8,B
2026-03-17T15:25:00,M-01,A,RUN,10,1,62.0,1.41,20.0,B
2026-03-17T15:26:00,M-01,A,RUN,13,0,61.7,1.04,21.0,B
2026-03-17T15:27:00,M-01,A,RUN,15,0,61.7,1.26,21.3,B
2026-03-17T15:28:00,M-01,A,RUN,11,0,62.1,1.24,20.5,B
2026-03-17T15:29:00,M-01,A,RUN,11,0,61.7,1.14,19.8,B
2026-03-17T15:30:00,M-01,A,RUN,11,0,62.2,1.18,19.0,B
2026-03-17T15:31:00,M-01,A,RUN,22,0,62.1,1.2,24.4,B
2026-03-17T15:32:00,M-01,A,RUN,16,0,62.3,1.05,23.5,B
2026-03-17T15:33:00,M-01,A,RUN,6,0,62.2,1.31,19.6,B
2026-03-17T15:34:00,M-01,A,RUN,12,0,62.1,1.25,20.4,B
2026-03-17T15:35:00,M-01,A,RUN,9,1,61.5,1.58,20.4,B
2026-03-17T15:36:00,M-01,A,RUN,7,0,61.5,1.46,20.4,B
2026-03-17T15:37:00,M-01,A,RUN,14,1,60.9,1.05,21.2,B
2026-03-17T15:38:00,M-01,A,RUN,12,0,60.7,1.34,19.3,B
2026-03-17T15:39:00,M-01,A,RUN,21,0,59.8,1.04,23.9,B
2026-03-17T15:40:00,M-01,A,RUN,14,0,59.9,0.92,20.2,B
2026-03-17T15:41:00,M-1,A,RUN,15,0,60.2,1.11,21.6,B
2026-03-17T15:42:00,M-01,A,RUN,7,1,60.0,1.13,19.7,B
2026-03-17T15:43:00,M-01,A,RUN,16,0,59.5,1.11,21.4,B
2026-03-17T15:44:00,M-01,A,RUN,19,0,58.6,1.18,23.6,B
2026-03-17T15:45:00,M-01,A,RUN,14,0,58.6,1.16,21.7,B
2026-03-17T15:46:00,M-01,A,RUN,13,0,58.9,1.29,21.4,B
2026-03-17T15:47:00,M-01,A,RUN,11,1,58.7,1.29,19.5,B
2026-03-17T15:48:00,M-01,A,RUN,13,0,58.4,1.22,20.3,B
2026-03-17T15:49:00,M-01,A,RUN,9,0,58.2,1.24,17.4,B
2026-03-17T15:50:00,M-01,A,RUN,9,0,59.3,1.17,19.0,B
2026-03-17T15:51:00,M-01,A,RUN,15,0,60.5,1.2,19.9,B
2026-03-17T15:52:00,M-01,A,RUN,9,1,60.0,1.34,19.5,B
2026-03-17T15:53:00,M-01,A,RUN,13,0,59.9,1.43,21.7,B
2026-03-17T15:54:00,M-01,A,RUN,17,0,59.8,1.08,22.3,B
2026-03-17T15:55:00,M-01,A,RUN,9,0,60.2,1.06,18.1,B
2026-03-17T15:56:00,M-01,A,RUN,9,0,59.8,1.26,18.3,B
2026-03-17T15:57:00,M-01,A,RUN,11,0,60.1,1.34,19.0,B
2026-03-17T15:58:00,M-01,A,RUN,13,0,59.9,1.37,18.9,B
2026-03-17T15:59:00,M-01,A,RUN,13,1,60.3,1.53,21.3,B
2026-03-17T16:00:00,M-01,A,RUN,17,0,60.9,1.38,22.8,B
2026-03-17T16:01:00,M-01,A,RUN,11,0,61.7,1.29,18.9,B
2026-03-17T16:02:00,M-01,A,RUN,11,1,61.0,1.42,19.6,B
2026-03-17T16:03:00,M-01,A,RUN,13,0,62.3,1.4,20.0,B
2026-03-17T16:04:00,M-01,A,RUN,9,0,61.9,1.18,19.9,B
2026-03-17T16:05:00,M-01,A,RUN,15,0,62.2,1.34,20.8,B
2026-03-17T16:06:00,M-01,A,RUN,12,0,62.5,1.29,20.8,B
2026-03-17T16:07:00,M-01,A,RUN,9,0,62.4,1.24,18.5,B
2026-03-17T16:08:00,M-01,A,RUN,8,0,62.4,1.58,18.1,B
2026-03-17T16:09:00,M-01,A,RUN,13,1,61.4,1.24,20.7,B
2026-03-17T16:10:00,M-01,A,RUN,11,0,61.8,1.28,21.1,B
2026-03-17T16:11:00,M-01,A,RUN,16,1,62.1,1.4,21.3,B
2026-03-17T16:12:00,M-01,A,RUN,8,0,62.3,1.14,18.6,B
2026-03-17T16:13:00,M-01,A,RUN,14,0,61.8,0.95,21.9,B
2026-03-17T16:14:00,M-01,A,RUN,15,0,61.8,1.15,20.7,B
2026-03-17T16:15:00,M-01,A,RUN,12,0,63.0,1.19,19.9,B
2026-03-17T16:16:00,M-01,A,RUN,14,0,63.1,1.46,21.1,B
2026-03-17T16:17:00,M-01,A,RUN,9,0,62.6,1.18,18.9,B
2026-03-17T16:18:00,M-01,A,RUN,15,0,61.3,1.41,20.2,B
2026-03-17T16:19:00,M-01,A,RUN,15,0,60.7,1.44,21.2,B
2026-03-17T16:20:00,M-01,A,RUN,9,0,60.4,1.24,17.9,B
2026-03-17T16:21:00,M-01,A,RUN,17,0,60.8,1.27,21.4,B
2026-03-17T16:22:00,M-01,A,RUN,8,0,60.4,1.32,20.1,B
2026-03-17T16:23:00,M-01,A,RUN,13,0,60.4,1.33,20.6,B
2026-03-17T16:24:00,M-01,A,RUN,15,0,60.7,1.45,21.7,B
2026-03-17T16:25:00,M-01,A,RUN,13,2,61.3,1.39,20.9,B
2026-03-17T16:26:00,M-01,A,RUN,10,0,62.6,1.33,19.3,B
2026-03-17T16:27:00,M-01,A,RUN,17,0,63.3,1.28,23.4,B
2026-03-17T16:28:00,M-01,A,RUN,12,0,62.3,1.47,19.6,B
2026-03-17T16:29:00,M-01,A,RUN,18,1,62.6,1.36,23.2,B
2026-03-17T16:30:00,M-01,A,RUN,6,0,61.5,1.17,17.7,B
2026-03-17T16:31:00,M-01,A,RUN,9,0,61.4,1.28,18.6,B
2026-03-17T16:32:00,M-01,A,RUN,8,0,61.4,1.28,18.8,B
2026-03-17T16:33:00,M-01,A,RUN,14,1,61.9,1.47,20.9,B
2026-03-17T16:34:00,M-01,A,RUN,11,0,61.9,1.17,18.2,B
2026-03-17T16:35:00,M-01,A,RUN,8,0,62.0,1.39,18.9,B
2026-03-17T16:36:00,M-01,A,RUN,13,1,61.9,1.47,21.2,B
2026-03-17T16:37:00,M-01,A,RUN,9,0,62.0,1.55,19.0,B
2026-03-17T16:38:00,M-01,A,RUN,11,0,62.3,1.48,18.9,B
2026-03-17T16:39:00,M-01,A,RUN,15,0,62.4,1.46,21.4,B
2026-03-17T16:40:00,M-01,A,RUN,14,1,62.4,1.41,21.2,B
2026-03-17T16:41:00,M-01,A,RUN,16,0,62.4,1.53,21.5,B
2026-03-17T16:42:00,M-01,A,RUN,12,0,62.6,1.41,20.5,B
2026-03-17T16:43:00,M-01,A,RUN,13,0,62.4,1.52,21.2,B
2026-03-17T16:44:00,M-01,A,RUN,8,1,62.3,1.52,18.7,B
2026-03-17T16:45:00,M-01,A,RUN,16,0,62.6,1.36,22.8,B
2026-03-17T16:46:00,M-01,A,RUN,12,0,62.1,1.34,19.5,B
2026-03-17T16:47:00,M-01,A,RUN,13,0,61.9,1.5,21.1,B
2026-03-17T16:48:00,M-01,A,RUN,21,1,61.0,1.51,22.5,B
2026-03-17T16:49:00,M-01,A,RUN,17,0,61.1,1.58,23.1,B
2026-03-17T16:50:00,M-01,A,RUN,7,0,61.2,1.2,17.5,B
2026-03-17T16:51:00,M-01,A,RUN,13,0,61.5,1.38,20.7,B
2026-03-17T16:52:00,M-01,A,RUN,8,0,61.9,1.55,18.7,B
2026-03-17T16:53:00,M-01,A,RUN,11,0,62.4,1.43,20.8,B
2026-03-17T16:54:00,M-01,A,RUN,11,0,61.7,1.48,21.0,B
2026-03-17T16:55:00,M-01,A,RUN,10,0,61.2,1.48,18.7,B
2026-03-17T16:56:00,M-01,A,RUN,14,0,61.4,1.41,19.8,B
2026-03-17T16:57:00,M-01,A,RUN,15,0,60.9,1.45,21.6,B
2026-03-17T16:58:00,M-01,A,RUN,17,2,61.5,1.55,21.7,B
2026-03-17T16:59:00,M-01,A,RUN,17,0,61.7,1.19,22.8,B
2026-03-17T17:00:00,M-01,A,RUN,10,1,61.0,1.61,19.8,B
2026-03-17T17:01:00,M-01,A,RUN,10,1,60.6,1.28,20.0,B
2026-03-17T17:02:00,M-01,A,RUN,15,0,60.9,1.49,21.0,B
2026-03-17T17:03:00,M-01,A,RUN,13,0,61.2,1.0,20.3,B
2026-03-17T17:04:00,M-01,A,RUN,14,0,61.1,1.51,22.9,B
2026-03-17T17:05:00,M-01,A,RUN,14,0,61.0,1.65,22.3,B
2026-03-17T17:06:00,M-01,A,RUN,14,0,60.2,1.46,22.1,B
2026-03-17T17:07:00,M-01,A,RUN,13,1,59.9,1.67,22.7,B
2026-03-17T17:08:00,M-01,A,RUN,16,0,59.5,1.77,22.9,B
2026-03-17T17:09:00,M-01,A,RUN,19,0,60.5,1.51,20.7,B
2026-03-17T17:10:00,M-01,A,RUN,7,0,60.6,1.41,19.2,B
2026-03-17T17:11:00,M-01,A,RUN,17,0,60.6,1.7,21.9,B
2026-03-17T17:12:00,M-01,A,RUN,18,0,61.7,1.47,21.9,B
2026-03-17T17:13:00,M-01,A,RUN,6,0,63.5,1.55,18.8,B
2026-03-17T17:14:00,M-01,A,RUN,12,0,63.2,1.95,20.3,B
2026-03-17T17:15:00,M-01,A,RUN,16,1,64.0,1.75,22.0,B
2026-03-17T17:16:00,M-01,A,RUN,15,0,63.8,1.3,21.9,B
2026-03-17T17:17:00,M-01,A,RUN,14,0,63.9,1.66,21.2,B
2026-03-17T17:18:00,M-01,A,RUN,12,0,64.1,1.82,20.8,B
2026-03-17T17:19:00,M-01,A,RUN,13,0,63.9,1.55,20.1,B
2026-03-17T17:20:00,M-01,A,RUN,15,0,63.7,1.52,22.6,B
2026-03-17T17:21:00,M-01,A,RUN,15,0,64.7,1.58,21.1,B
2026-03-17T17:22:00,M-01,A,RUN,11,0,64.1,1.23,19.5,B
2026-03-17T17:23:00,M-01,A,RUN,12,0,64.5,1.71,19.8,B
2026-03-17T17:24:00,M-01,A,RUN,18,0,64.6,1.5,22.1,B
2026-03-17T17:25:00,M-01,A,RUN,14,0,64.5,1.57,20.8,B
2026-03-17T17:26:00,M-01,A,RUN,14,1,65.0,1.7,21.8,B
2026-03-17T17:27:00,M-01,A,RUN,12,0,64.8,1.48,20.1,B
2026-03-17T17:28:00,M-01,A,RUN,7,0,66.0,1.6,17.9,B
2026-03-17T17:29:00,M-01,A,RUN,11,2,65.6,1.5,19.9,B
2026-03-17T17:30:00,M-01,A,RUN,14,0,65.0,1.8,22.4,B
2026-03-17T17:31:00,M-01,A,RUN,17,0,,1.5,22.4,B
2026-03-17T17:32:00,M-01,A,RUN,10,0,66.1,1.41,20.3,B
2026-03-17T17:33:00,M-01,A,RUN,15,0,65.4,1.55,21.4,B
2026-03-17T17:34:00,M-01,A,RUN,10,1,65.0,1.79,21.5,B
2026-03-17T17:35:00,M-01,A,RUN,16,1,65.5,1.52,22.0,B
2026-03-17T17:36:00,M-01,A,RUN,14,0,65.5,1.8,22.2,B
2026-03-17T17:37:00,M-01,A,RUN,6,0,65.9,1.46,18.6,B
2026-03-17T17:38:00,M-01,A,RUN,7,0,65.7,1.23,18.3,B
2026-03-17T17:39:00,M-1,A,RUN,10,0,65.9,1.56,20.1,B
2026-03-17T17:40:00,M-01,A,RUN,11,2,66.3,1.61,20.2,B
2026-03-17T17:41:00,M-01,A,RUN,11,0,65.8,1.48,20.4,B
2026-03-17T17:42:00,M-01,A,RUN,12,0,67.0,1.98,19.8,B
2026-03-17T17:43:00,M-01,A,RUN,15,1,65.8,1.7,20.9,B
2026-03-17T17:44:00,M-01,A,RUN,14,0,65.7,1.32,20.7,B
2026-03-17T17:45:00,M-01,A,RUN,20,1,65.3,1.81,23.1,B
2026-03-17T17:46:00,M-01,A,RUN,8,0,65.0,1.78,18.9,B
2026-03-17T17:47:00,M-01,A,RUN,10,0,65.5,1.74,20.1,B
2026-03-17T17:48:00,M-01,A,RUN,14,0,64.6,1.59,21.4,B
2026-03-17T17:49:00,M-01,A,RUN,11,0,63.3,1.61,19.7,B
2026-03-17T17:50:00,M-01,A,RUN,6,0,62.5,1.96,18.1,B
2026-03-17T17:51:00,M-01,A,RUN,20,0,61.6,1.81,22.4,B
2026-03-17T17:52:00,M-01,A,RUN,12,0,61.3,1.73,20.4,B
2026-03-17T17:53:00,M-01,A,RUN,14,0,60.7,1.49,21.9,B
2026-03-17T17:54:00,M-01,A,RUN,14,0,61.0,1.55,20.2,B
2026-03-17T17:55:00,M-01,A,RUN,13,1,62.6,1.8,20.5,B
2026-03-17T17:56:00,M-01,A,RUN,10,0,64.3,1.76,18.0,B
2026-03-17T17:57:00,M-01,A,RUN,11,0,63.2,1.55,18.4,B
2026-03-17T17:58:00,M-01,A,RUN,12,0,63.5,1.54,18.9,B
2026-03-17T17:59:00,M-01,A,RUN,16,0,63.4,1.72,20.4,B
2026-03-17T18:00:00,M-01,A,RUN,14,0,63.6,1.62,21.6,B
2026-03-17T18:01:00,M-01,A,RUN,11,0,64.1,1.68,18.0,B
2026-03-17T18:02:00,M-01,A,RUN,11,0,64.3,1.76,19.8,B
2026-03-17T18:03:00,M-01,A,RUN,11,0,64.4,1.97,21.1,B
2026-03-17T18:04:00,M-01,A,RUN,11,1,64.3,1.99,20.8,B
2026-03-17T18:05:00,M-01,A,RUN,18,0,63.9,1.7,21.8,B
2026-03-17T18:06:00,M-01,A,RUN,10,1,63.9,1.7,17.9,B
2026-03-17T18:07:00,M-01,A,RUN,18,0,63.2,1.44,23.5,B
2026-03-17T18:08:00,M-01,A,RUN,10,0,63.3,1.78,20.6,B
2026-03-17T18:09:00,M-01,A,RUN,12,1,63.1,1.88,20.4,B
2026-03-17T18:10:00,M-01,A,RUN,12,1,63.0,1.85,20.8,B
2026-03-17T18:11:00,M-01,A,RUN,10,0,62.7,1.77,18.7,B
2026-03-17T18:12:00,M-01,A,RUN,10,0,62.8,1.84,18.0,B
2026-03-17T18:13:00,M-01,A,RUN,12,0,61.6,1.67,21.9,B
2026-03-17T18:14:00,M-01,A,RUN,14,0,61.5,1.49,20.2,B
2026-03-17T18:15:00,M-01,A,RUN,9,0,61.5,1.51,19.1,B
2026-03-17T18:16:00,M-01,A,RUN,15,0,62.2,1.68,19.8,B
2026-03-17T18:17:00,M-01,A,RUN,8,0,61.5,1.76,19.1,B
2026-03-17T18:18:00,M-01,A,RUN,11,1,61.3,1.67,20.5,B
2026-03-17T18:19:00,M-01,A,RUN,10,0,61.3,1.71,19.0,B
2026-03-17T18:20:00,M-01,A,RUN,14,1,61.9,1.77,20.1,B
2026-03-17T18:21:00,M-01,A,RUN,5,0,61.0,1.85,19.7,B
2026-03-17T18:22:00,M-01,A,RUN,11,0,61.1,1.87,19.6,B
2026-03-17T18:23:00,M-01,A,RUN,16,1,61.3,1.67,20.6,B
2026-03-17T18:24:00,M-01,A,RUN,11,0,62.0,1.48,20.4,B
2026-03-17T18:25:00,M-01,A,RUN,16,0,61.8,1.45,22.4,B
2026-03-17T18:26:00,M-01,A,RUN,15,0,61.4,1.51,21.1,B
2026-03-17T18:27:00,M-01,A,RUN,16,2,61.6,1.73,20.3,B
2026-03-17T18:28:00,M-01,A,RUN,10,0,61.8,1.55,19.4,B
2026-03-17T18:29:00,M-01,A,RUN,17,0,62.5,1.64,22.7,B
2026-03-17T18:30:00,M-01,A,RUN,14,0,63.6,1.42,19.8,B
2026-03-17T18:31:00,M-01,A,RUN,11,0,63.3,1.7,21.3,B
2026-03-17T18:32:00,M-01,A,RUN,12,0,63.1,1.69,18.6,B
2026-03-17T18:33:00,M-01,A,RUN,9,0,63.2,1.77,19.5,B
2026-03-17T18:34:00,M-01,A,RUN,9,0,62.7,1.78,18.4,B
2026-03-17T18:35:00,M-01,A,RUN,10,0,62.8,1.81,20.4,B
2026-03-17T18:36:00,M-01,A,RUN,13,0,63.0,1.58,21.7,B
2026-03-17T18:37:00,M-01,A,RUN,11,1,62.5,1.44,19.7,B
2026-03-17T18:38:00,M-01,A,RUN,11,0,62.1,1.63,21.4,B
2026-03-17T18:39:00,M-01,A,RUN,16,2,61.4,1.76,19.9,B
2026-03-17T18:40:00,M-01,A,RUN,18,1,61.5,1.85,22.9,B
2026-03-17T18:41:00,M-01,A,RUN,15,0,61.2,1.59,20.9,B
2026-03-17T18:42:00,M-01,A,RUN,12,0,60.9,1.8,20.5,B
2026-03-17T18:43:00,M-01,A,RUN,18,0,61.6,1.82,22.8,B
2026-03-17T18:44:00,M-01,A,RUN,17,0,62.1,1.59,21.4,B
2026-03-17T18:45:00,M-01,A,RUN,19,0,61.8,1.9,23.0,B
2026-03-17T18:46:00,M-01,A,RUN,20,1,62.0,1.69,24.3,B
2026-03-17T18:47:00,M-01,A,RUN,19,0,61.9,1.67,21.9,B
2026-03-17T18:48:00,M-01,A,RUN,16,0,61.3,1.68,21.0,B
2026-03-17T18:49:00,M-01,A,RUN,8,0,62.3,1.76,20.0,B
2026-03-17T18:50:00,M-01,A,RUN,17,0,61.4,1.85,22.0,B
2026-03-17T18:51:00,M-01,A,RUN,12,0,61.2,1.7,20.1,B
2026-03-17T18:52:00,M-01,A,RUN,11,0,60.4,1.52,20.0,B
2026-03-17T18:53:00,M-01,A,RUN,15,0,58.9,1.68,20.6,B
2026-03-17T18:54:00,M-01,A,RUN,9,0,59.3,1.89,19.7,B
2026-03-17T18:55:00,M-01,A,RUN,8,0,59.4,1.63,18.5,B
2026-03-17T18:56:00,M-01,A,RUN,9,0,58.4,1.84,20.5,B
2026-03-17T18:57:00,M-01,A,RUN,15,0,59.5,1.82,20.9,B
2026-03-17T18:58:00,M-01,A,RUN,16,0,59.6,1.82,22.3,B
2026-03-17T18:59:00,M-01,A,RUN,11,0,59.1,2.16,19.6,B
2026-03-17T19:00:00,M-01,A,RUN,12,1,58.6,1.82,20.7,B
2026-03-17T19:01:00,M-01,A,RUN,11,0,58.8,2.03,18.6,B
2026-03-17T19:02:00,M-01,A,RUN,10,0,59.8,1.86,19.5,B
2026-03-17T19:03:00,M-01,A,RUN,12,0,59.9,1.65,19.5,B
2026-03-17T19:04:00,M-01,A,RUN,14,0,60.0,1.73,20.4,B
2026-03-17T19:05:00,M-01,A,RUN,8,0,59.8,1.78,19.5,B
2026-03-17T19:06:00,M-01,A,RUN,12,0,59.4,1.66,19.4,B
2026-03-17T19:07:00,M-01,A,RUN,7,0,59.3,1.72,19.8,B
2026-03-17T19:08:00,M-01,A,RUN,10,0,59.4,1.78,19.5,B
2026-03-17T19:09:00,M-01,A,RUN,12,0,59.5,1.93,20.7,B
2026-03-17T19:10:00,M-01,A,RUN,17,0,59.3,1.81,21.9,B
2026-03-17T19:11:00,M-01,A,RUN,8,0,59.3,1.78,19.9,B
2026-03-17T19:12:00,M-01,A,RUN,6,0,58.7,2.04,19.0,B
2026-03-17T19:13:00,M-01,A,RUN,16,0,58.4,1.89,21.6,B
2026-03-17T19:14:00,M-01,A,RUN,8,0,59.6,1.94,19.1,B
2026-03-17T19:15:00,M-01,A,RUN,12,0,59.5,1.71,19.9,B
2026-03-17T19:16:00,M-01,A,RUN,11,0,60.6,1.82,20.7,B
2026-03-17T19:17:00,M-01,A,RUN,7,0,61.5,2.09,18.7,B
2026-03-17T19:18:00,M-01,A,RUN,17,3,61.0,1.61,23.3,B
2026-03-17T19:19:00,M-01,A,RUN,10,0,61.8,1.86,20.9,B
2026-03-17T19:20:00,M-01,A,RUN,18,1,61.9,1.64,21.4,B
2026-03-17T19:21:00,M-01,A,RUN,16,0,62.8,1.6,21.4,B
2026-03-17T19:22:00,M-01,A,RUN,7,0,62.5,2.03,19.1,B
2026-03-17T19:23:00,M-01,A,RUN,16,1,62.4,2.03,21.1,B
2026-03-17T19:24:00,M-01,A,RUN,13,0,62.1,1.66,20.5,B
2026-03-17T19:25:00,M-01,A,RUN,12,0,62.0,1.75,20.3,B
2026-03-17T19:26:00,M-01,A,RUN,8,0,62.1,1.79,18.6,B
2026-03-17T19:27:00,M-01,A,RUN,20,0,61.3,1.97,22.7,B
2026-03-17T19:28:00,M-01,A,RUN,13,0,61.5,1.94,19.7,B
2026-03-17T19:29:00,M-01,A,RUN,11,0,60.8,2.08,19.7,B
2026-03-17T19:30:00,M-01,A,RUN,4,0,60.4,1.95,18.8,B
2026-03-17T19:31:00,M-01,A,RUN,9,0,60.3,1.98,18.8,B
2026-03-17T19:32:00,M-01,A,RUN,11,0,59.5,2.2,20.3,B
2026-03-17T19:33:00,M-01,A,RUN,15,0,60.3,2.17,20.7,B
2026-03-17T19:34:00,M-01,A,RUN,7,0,60.1,1.98,18.9,B
2026-03-17T19:35:00,M-01,A,RUN,11,1,60.1,1.92,19.3,B
2026-03-17T19:36:00,M-01,A,RUN,14,0,60.2,2.16,21.1,B
2026-03-17T19:37:00,M-01,A,RUN,16,0,60.3,2.05,21.7,B
2026-03-17T19:38:00,M-01,A,RUN,7,1,60.6,2.11,18.9,B
2026-03-17T19:39:00,M-01,A,RUN,15,0,59.9,1.75,21.4,B
2026-03-17T19:40:00,M-01,A,RUN,14,0,60.4,1.78,21.7,B
2026-03-17T19:41:00,M-01,A,RUN,12,1,61.5,2.19,18.7,B
2026-03-17T19:42:00,M-01,A,RUN,14,0,61.9,1.97,21.7,B
2026-03-17T19:43:00,M-01,A,RUN,10,1,62.4,1.87,19.3,B
2026-03-17T19:44:00,M-01,A,RUN,10,1,62.2,2.14,20.9,B
2026-03-17T19:45:00,M-01,A,RUN,9,0,62.5,2.01,18.5,B
